id,filename,hero,txt,info
127916,00000001F3AC,리퍼,신음,
127917,00000001F3AD,리퍼,심판의 시간이 왔다,
127918,00000001F3AE,리퍼,거점을 뺏기고 있다,
127919,00000001F3AF,리퍼,신음,
127920,00000001F3B0,리퍼,궁극기가 준비됐다,
127921,00000001F3B1,리퍼,적 순간이동기다,
127922,00000001F3B2,리퍼,신음,
127923,00000001F3B3,리퍼,잘가라,
127924,00000001F3B4,리퍼,여기서 막겠다,
127925,00000001F3B5,리퍼,공격,
127926,00000001F3B6,리퍼,신음,
127927,00000001F3B7,리퍼,날 묻어둘 순 없다,
127928,00000001F3B8,리퍼,신음,
127929,00000001F3B9,리퍼,웃음,
127930,00000001F3BA,리퍼,신음,
127931,00000001F3BB,리퍼,적들의 영혼을 거두리라,
127932,00000001F3BC,리퍼,피해라,
127933,00000001F3BD,리퍼,밀어붙여라,
127934,00000001F3BE,리퍼,신음,
127935,00000001F3BF,D.Va,좋았어 이제부턴 진지모드,
127936,00000001F3C0,리퍼,신음,
127937,00000001F3C1,리퍼,네놈에게 가르치지 않은 속임수도 있지,
127939,00000001F3C3,리퍼,화물을 막아,
127940,00000001F3C4,리퍼,망자가 걷는다,
127941,00000001F3C5,리퍼,화물을 막아,
127942,00000001F3C6,리퍼,시시하군,
127943,00000001F3C7,리퍼,후퇴해라,
127944,00000001F3C8,리퍼,정신을 똑바로 차렸어야지,
127945,00000001F3C9,리퍼,뒤를 봐라,
127946,00000001F3CA,리퍼,기합,
127947,00000001F3CB,리퍼,꼴이 가관이군,
127948,00000001F3CC,리퍼,신음,
127949,00000001F3CD,리퍼,이거야,
127950,00000001F3CE,리퍼,신음,
127951,00000001F3CF,리퍼,아,
127952,00000001F3D0,리퍼,가고있다,
127953,00000001F3D1,리퍼,보급시간이군,
127954,00000001F3D2,리퍼,신음,
127955,00000001F3D3,리퍼,기침,
127956,00000001F3D4,리퍼,한숨,
127957,00000001F3D5,리퍼,기합,
127958,00000001F3D6,리퍼,궁극기가 준비됐다 쓸어버리자,
127959,00000001F3D7,리퍼,신음,
127960,00000001F3D8,리퍼,신음,
127962,00000001F3DA,리퍼,치유 담당이 필요하다,
127963,00000001F3DB,리퍼,웃음,
127964,00000001F3DC,리퍼,회복됐다,
127965,00000001F3DD,리퍼,알았다,
127966,00000001F3DE,리퍼,죽일 시간이다,
127967,00000001F3DF,리퍼,신음,
127968,00000001F3E0,리퍼,상관없다,
127970,00000001F3E2,리퍼,한숨,
127971,00000001F3E3,리퍼,신음,
127973,00000001F3E5,리퍼,순간이동기를 찾아 제거해라,
127974,00000001F3E6,리퍼,신음,
127975,00000001F3E7,리퍼,잘자라,
127976,00000001F3E8,리퍼,날 도와 놈들을 막아라,
127978,00000001F3EA,리퍼,그러지,
127979,00000001F3EB,리퍼,끝내버리자,
127980,00000001F3EC,리퍼,여기에 진을 쳐라,
127981,00000001F3ED,리퍼,한숨,
127983,00000001F3EF,리퍼,거점은 내꺼야,
127984,00000001F3F0,리퍼,저거 옮겨,
127985,00000001F3F1,리퍼,확인했다,
127986,00000001F3F2,리퍼,지금까지는 계획대로다 수비에 집중해,
127987,00000001F3F3,리퍼,신음,
127988,00000001F3F4,리퍼,좋아,
127989,00000001F3F5,리퍼,마음에 들어,
127990,00000001F3F6,리퍼,네가 아는건 전부 나한테 배운거지,
127991,00000001F3F7,리퍼,이것이 나의 저주,
127992,00000001F3F8,리퍼,신음,
127993,00000001F3F9,리퍼,지금 장난하자는건가,
127994,00000001F3FA,리퍼,거점을 손에 넣어라,
127995,00000001F3FB,리퍼,너에겐 죽음이 어울려,
127996,00000001F3FC,리퍼,신음,
127997,00000001F3FD,리퍼,도와주지,
127998,00000001F3FE,리퍼,방어구가 필요하다,
127999,00000001F3FF,리퍼,기합,
128000,00000001F400,리퍼,총알이 아깝군,
128001,00000001F401,리퍼,넌 항상 열등생이었어,
128002,00000001F402,리퍼,목표물 제거,
128003,00000001F403,리퍼,신음,
128004,00000001F404,리퍼,명단에서 또 한 놈 지워야겠군,
128005,00000001F405,리퍼,한숨,
128006,00000001F406,리퍼,신음,
128007,00000001F407,리퍼,정의의 사도 나셨구만,
128009,00000001F409,리퍼,치료가 필요해,
128010,00000001F40A,리퍼,신음,
128011,00000001F40B,리퍼,어둠으로부터,
128012,00000001F40C,리퍼,뭘 쳐다봐,
128013,00000001F40D,리퍼,기침,
128014,00000001F40E,리퍼,신음,
128015,00000001F40F,리퍼,훨씬 낫군,
128016,00000001F410,리퍼,간다,
128017,00000001F411,리퍼,심판의 시간이 다가온다,
128018,00000001F412,리퍼,신음,
128019,00000001F413,리퍼,적성에 맞는군,
128020,00000001F414,리퍼,누구 마음대로,
128021,00000001F415,리퍼,신음,
128022,00000001F416,리퍼,온다,
128023,00000001F417,리퍼,꿈도 꾸지마,
128024,00000001F418,리퍼,신음,
128025,00000001F419,리퍼,신음,
128026,00000001F41A,리퍼,신음,
128027,00000001F41B,리퍼,신음,
128028,00000001F41C,리퍼,왜 멈춘거지,
128030,00000001F41E,리퍼,거점을 수비해라,
128031,00000001F41F,리퍼,거기서 나와,
128032,00000001F420,리퍼,좋아,
128033,00000001F421,리퍼,알겠다,
128034,00000001F422,리퍼,거점을 차지하고 있다,
128035,00000001F423,리퍼,내 발목이나 잡지마라,
128036,00000001F424,리퍼,그러지,
128037,00000001F425,리퍼,그럴리가,
128038,00000001F426,리퍼,죽음이 너의 곁을 걷는다,
128039,00000001F427,리퍼,신음,
128040,00000001F428,리퍼,뭘 꾸물대는거냐,
128041,00000001F429,리퍼,오버워치 그 비극에 종지부를 찍어주마,
128042,00000001F42A,리퍼,신음,
128043,00000001F42B,리퍼,적이 거점을 차지한다,
128044,00000001F42C,리퍼,망할,
128045,00000001F42D,리퍼,이걸 옮겨라,
128046,00000001F42E,리퍼,이제야 좀 마음에 드는군,
128047,00000001F42F,리퍼,신음,
128048,00000001F430,리퍼,신음,
128049,00000001F431,리퍼,이번에야말로 끝을 내주지,
128050,00000001F432,리퍼,신음,
128051,00000001F433,리퍼,놈들을 처치해,
128052,00000001F434,리퍼,끝이 다가온다,
128053,00000001F435,리퍼,거점을 공격해라,
128055,00000001F437,D.Va,신음,
128056,00000001F438,D.Va,아 짱나,
128057,00000001F439,메이,"哇哈, 我更厉害了",wā hā wǒ gèng lì hai le
128058,00000001F43A,메이,빨리 시작하고 싶어요,
128059,00000001F43B,메이,신음,
128060,00000001F43C,메이,신음,
128061,00000001F43D,메이,신음,
128062,00000001F43E,메이,지금 공격하지 않으면 모든게 물거품이 돼요,
128063,00000001F43F,메이,전투는 아직 끝나지 않았어요,
128064,00000001F440,메이,너무 열내지 마세요,
128065,00000001F441,메이,뒤를 봐요,
128066,00000001F442,메이,와 정말 굉장했죠 마지막만 빼고,
128067,00000001F443,메이,화물이 움직여요,
128068,00000001F444,메이,기합,
128069,00000001F445,메이,다들 머리좀 식혀요,
128070,00000001F446,메이,웃음,
128071,00000001F447,메이,你好,nǐ hǎo
128072,00000001F448,메이,신음,
128073,00000001F449,메이,신음,
128074,00000001F44A,메이,기합,
128075,00000001F44B,메이,화물이 움직이고 싶대요,
128076,00000001F44C,메이,명중이에요,
128077,00000001F44D,메이,안녕하세요,
128078,00000001F44E,메이,다들 고마워요,
128079,00000001F44F,메이,우리 세계는 지킬 가치가 있어요,
128080,00000001F450,메이,이제 마지막이에요 다들 힘내요,
128081,00000001F451,메이,有本事就过来,yǒu běn shi jiu guo lái
128082,00000001F452,메이,좋지 않은데,
128083,00000001F453,메이,"哇哈, 真好玩儿","wā hā, zhēn hǎo wánr"
128084,00000001F454,메이,저 돌아왔어요,
128085,00000001F455,메이,함께 승리해요,
128086,00000001F456,메이,신음,
128089,00000001F459,메이,중국어,
128090,00000001F45A,메이,再见,Zàijiàn
128091,00000001F45B,메이,"冰墙, 升起来吧","bīng qiáng, shēng qǐ lái ba"
128092,00000001F45C,메이,거점을 지켜요,
128093,00000001F45D,메이,중국어,
128094,00000001F45E,메이,야호,
128095,00000001F45F,메이,미안 미안해요 미안해요,
128096,00000001F460,메이,아이쿠 미안해요,
128097,00000001F461,메이,제가 함께할게요,
128098,00000001F462,메이,加油 할 수 있어요,
128099,00000001F463,메이,질 순 없어요 어서요 공격하자구요,
128101,00000001F465,메이,다들 몸조심 하세요,
128102,00000001F466,메이,안되거든요,
128103,00000001F467,메이,나쁜 사람은 싫어요,
128104,00000001F468,메이,함께라면 할 수 있어요,
128105,00000001F469,메이,신음,
128106,00000001F46A,메이,간지러워요,
128107,00000001F46B,메이,한숨,
128108,00000001F46C,메이,안녕,
128109,00000001F46D,메이,신음,
128110,00000001F46E,메이,궁극기 충전 중이에요,
128111,00000001F46F,메이,신음,
128112,00000001F470,메이,반가워요,
128113,00000001F471,메이,메이 기다려줘요,
128114,00000001F472,메이,신음,
128115,00000001F473,메이,부끄럽게 왜 그러세요,
128116,00000001F474,메이,적 포탑을 부쉈어요,
128117,00000001F475,메이,엄마야,
128118,00000001F476,메이,신음,
128119,00000001F477,메이,신음,
128120,00000001F478,메이,올라가요,
128121,00000001F479,메이,당신은 당해도 싸요,
128122,00000001F47A,메이,중국어,
128123,00000001F47B,메이,중국어,
128124,00000001F47C,메이,물러나세요,
128125,00000001F47D,메이,중국어,
128126,00000001F47E,메이,기합,
128127,00000001F47F,메이,정말 좋아요,
128128,00000001F480,메이,다음에 저랑 연구일지 바꿔봐요,
128129,00000001F481,메이,신음,
128130,00000001F482,메이,적 순간이동기를 부쉈어요,
128131,00000001F483,메이,아이 화나,
128132,00000001F484,메이,嘿，我又回来了,hēi wǒ yòu huí lái le
128133,00000001F485,메이,아이코,
128134,00000001F486,메이,절 살려주셨군요,
128135,00000001F487,메이,화물이 움직여요,
128136,00000001F488,메이,전 도와드리는거 좋아해요,
128137,00000001F489,메이,신음,
128138,00000001F48A,메이,새로운 모험을 시작해볼까요,
128139,00000001F48B,메이,화물을 움직이고 있어요 도와주세요,
128140,00000001F48C,메이,화물을 멈춰요,
128141,00000001F48D,메이,얼음,
128142,00000001F48E,메이,거점을 점령할게요,
128143,00000001F48F,메이,정말 멋져요,
128144,00000001F490,메이,꽁꽁 얼었네요,
128145,00000001F491,메이,기침,
128146,00000001F492,메이,지금부턴 무섭다고 떨면 안돼요,
128147,00000001F493,메이,우와,
128148,00000001F494,메이,중국어,
128149,00000001F495,메이,신음,
128150,00000001F496,메이,"忽如一夜春風來, 千樹萬樹梨花開","Hū rú yīyè chūnfēng lái, qiān shù wàn shù líhuā kāi"
128151,00000001F497,메이,신음,
128152,00000001F498,메이,훨씬 낫네요,
128153,00000001F499,메이,피하세요,
128154,00000001F49A,메이,신음,
128155,00000001F49B,메이,아니요,
128156,00000001F49C,메이,신음,
128157,00000001F49D,메이,순간이동기를 찾아요,
128158,00000001F49E,메이,그러니까 평소에 잘하란 말이에요,
128159,00000001F49F,메이,중국어,
128160,00000001F4A0,메이,신음,
128161,00000001F4A1,메이,중국어,
128162,00000001F4A2,메이,추위,
128163,00000001F4A3,메이,추워라,
128164,00000001F4A4,메이,중국어,
128165,00000001F4A5,메이,기합,
128166,00000001F4A6,메이,고마워요,
128167,00000001F4A7,메이,한 번만 이기면 다시 시작이에요,
128168,00000001F4A8,메이,거점을 차지하고 있어요,
128169,00000001F4A9,메이,신음,
128170,00000001F4AA,메이,신음,
128171,00000001F4AB,메이,궁극기가 거의 준비됐어요,
128172,00000001F4AC,메이,신음,
128173,00000001F4AD,메이,방어구가 필요해요,
128174,00000001F4AE,메이,신음,
128175,00000001F4AF,메이,야호,
128176,00000001F4B0,메이,움직이지 마세요,
128177,00000001F4B1,메이,기합,
128178,00000001F4B2,메이,太棒了,tài bàng le
128179,00000001F4B3,메이,거기서 나오세요,
128180,00000001F4B4,메이,윈스턴 여기 계산이 틀린 것 같아요,
128181,00000001F4B5,메이,다들 메이 조심하세요,
128182,00000001F4B6,메이,신음,
128183,00000001F4B7,메이,치료해주세요,
128184,00000001F4B8,메이,신음,
128185,00000001F4B9,메이,화물을 멈춰야 해요,
128186,00000001F4BA,메이,중국어,
128187,00000001F4BB,메이,적이 와요,
128188,00000001F4BC,메이,신음,
128189,00000001F4BD,메이,저 뭐 주시려구요,
128190,00000001F4BE,메이,신음,
128191,00000001F4BF,메이,太棒了,tài bàng le
128192,00000001F4C0,메이,신음,
128193,00000001F4C1,메이,화물을 옮겨요,
128194,00000001F4C2,메이,신음,
128195,00000001F4C3,메이,신음,
128196,00000001F4C4,메이,신음,
128197,00000001F4C5,메이,개인적인 감정은 없어요,
128199,00000001F4C7,메이,신음,
128200,00000001F4C8,메이,对不起了,duì bu qǐ le
128201,00000001F4C9,메이,제가 지킬게요,
128202,00000001F4CA,메이,보호막이 필요해요,
128203,00000001F4CB,메이,신음,
128204,00000001F4CC,메이,준비 끝,
128205,00000001F4CD,메이,눈보라 뿌릴 준비 됐어요,
128206,00000001F4CE,메이,신음,
128207,00000001F4CF,메이,好多了,hǎo duō le
128208,00000001F4D0,메이,신음,
128209,00000001F4D1,메이,다시 싸워야 해요,
128210,00000001F4D2,메이,5 4 3 2 1,
128211,00000001F4D3,메이,중국어,
128212,00000001F4D4,메이,好,hǎo
128213,00000001F4D5,메이,야호,
128214,00000001F4D6,메이,起来吧,qǐ lái ba
128215,00000001F4D7,메이,이거면 막을 수 있어요,
128216,00000001F4D8,메이,신음,
128217,00000001F4D9,메이,좋아요,
128218,00000001F4DA,메이,적이 화물을 움직여요 어서 막자구요,
128219,00000001F4DB,메이,중국어,
128220,00000001F4DC,메이,저 정말 잘하죠,
128221,00000001F4DD,메이,신음,
128222,00000001F4DE,메이,신음,
128223,00000001F4DF,메이,저기요 화물이 멈췄거든요,
128224,00000001F4E0,메이,우와,
128225,00000001F4E1,메이,얼음처럼 차갑게,
128226,00000001F4E2,메이,연구실에서 나오니 참 좋네요,
128227,00000001F4E3,메이,신음,
128228,00000001F4E4,메이,여기 좀 춥지 않아요,
128229,00000001F4E5,메이,谢谢,xiè xie
128230,00000001F4E6,메이,모두 함께 공격해요,
128231,00000001F4E7,메이,정말 대단하세요,
128232,00000001F4E8,메이,谢谢,xiè xie
128233,00000001F4E9,메이,기침,
128234,00000001F4EA,메이,기합,
128236,00000001F4EC,메이,저 괜찮아요,
128237,00000001F4ED,메이,신음,
128238,00000001F4EE,메이,저 대상을 없애줘요,
128239,00000001F4EF,메이,신음,
128240,00000001F4F0,메이,거의 끝났어요 딱 한 번만 이기자구요,
128241,00000001F4F1,메이,신음,
128242,00000001F4F2,메이,기침,
128243,00000001F4F3,메이,중국어,
128244,00000001F4F4,메이,궁극기 준비됐어요,
128245,00000001F4F5,메이,여기서 기다려봐요,
128246,00000001F4F6,메이,중국어,
128247,00000001F4F7,메이,궁극기가 준비됐어요 어서 가요,
128248,00000001F4F8,메이,적을 막을게요,
128249,00000001F4F9,메이,신음,
128250,00000001F4FA,메이,준비하세요 적이 다시 와요,
128251,00000001F4FB,메이,조심하세요 알았죠,
128252,00000001F4FC,메이,신음,
128254,00000001F4FE,메이,거점을 지켜요,
128255,00000001F4FF,메이,네 근데 갈아입기엔 너무 늦었잖아요,
128256,00000001F500,메이,웃음,
128257,00000001F501,메이,이거 보세요,
128258,00000001F502,메이,정말 정말 기분 좋아요,
128259,00000001F503,메이,화물이 멈췄어요 다들 힘을 모아요,
128260,00000001F504,메이,기합,
128261,00000001F505,메이,신음,
128262,00000001F506,메이,적한테 순간이동기가 있어요 제가 찾아볼게요,
128263,00000001F507,메이,와 이게 뭐에요,
128264,00000001F508,메이,신음,
128265,00000001F509,메이,얼음벽을 세울게요,
128266,00000001F50A,메이,야호,
128268,00000001F50C,메이,한숨,
128269,00000001F50D,메이,신음,
128270,00000001F50E,메이,신음,
128271,00000001F50F,메이,적이 저쪽에 있네요,
128272,00000001F510,메이,거점이 공격 받고 있어요,
128274,00000001F512,메이,한숨,
128275,00000001F513,메이,준비하세요,
128276,00000001F514,메이,중국어,
128277,00000001F515,메이,정말 괜찮은데,
128278,00000001F516,메이,조심하세요,
128279,00000001F517,메이,안경이 진짜 귀여워요,
128280,00000001F518,메이,제가 들어갈게요,
128281,00000001F519,메이,가세요,
128282,00000001F51A,메이,거점을 공격해요,
128283,00000001F51B,메이,회복됐어요,
128284,00000001F51C,메이,신음,
128285,00000001F51D,메이,중국어,
128286,00000001F51E,메이,많이 추웠죠,
128287,00000001F51F,메이,我不是要针对你，别往心里去,"wǒ bú shì yào zhēn duì nǐ, bié wǎng xīn lǐ qù "
128288,00000001F520,메이,신음,
128289,00000001F521,메이,알았어요,
128290,00000001F522,메이,적이 거점을 차지해요 다들 같이 싸워요,
128292,00000001F524,메이,大家都指望着我呢,Dàjiā dōu zhǐwàngzhe wǒ ne
128293,00000001F525,메이,중국어,
128294,00000001F526,D.Va,신음,
128295,00000001F527,D.Va,순간이동기를 찾아,
128296,00000001F528,D.Va,신음,
128298,00000001F52A,D.Va,잘가,
128299,00000001F52B,D.Va,궁극기 준비 완료 플레이어 2 준비됐음,
128300,00000001F52C,D.Va,이번 경기 끝나구요 지금은 집중해야할 시간이니까,
128301,00000001F52D,D.Va,한숨,
128302,00000001F52E,D.Va,레알 신난다,
128303,00000001F52F,D.Va,우리팀 괜찮은데,
128306,00000001F532,D.Va,비상 탈출,
128307,00000001F533,D.Va,좋아,
128308,00000001F534,D.Va,총알 하나도 놓치지 않아,
128309,00000001F535,D.Va,눈 크게 뜨고 잘 보라구,
128310,00000001F536,D.Va,뭐야 쟤 정줄 놨나봐,
128311,00000001F537,D.Va,나 잘했지,
128312,00000001F538,D.Va,누가 순순히 져줄까봐,
128313,00000001F539,D.Va,회복됐어,
128314,00000001F53A,D.Va,나 좀 짱인 듯,
128315,00000001F53B,D.Va,신음,
128316,00000001F53C,D.Va,화물을 움직여,
128317,00000001F53D,D.Va,하이라이트 영상에 나와야지,
128318,00000001F53E,D.Va,독보적인 활약이었지,
128319,00000001F53F,D.Va,한숨,
128320,00000001F540,D.Va,따라올테면 따라와봐,
128321,00000001F541,D.Va,짠,
128322,00000001F542,D.Va,깜놀했네,
128323,00000001F543,D.Va,신음,
128324,00000001F544,D.Va,빵,
128325,00000001F545,D.Va,잠깐 삐끗했지만 우린 이길 수 있어,
128326,00000001F546,D.Va,바이바이,
128327,00000001F547,D.Va,신음,
128328,00000001F548,D.Va,그래,
128329,00000001F549,D.Va,자폭 시퀀스 준비 완료,
128330,00000001F54A,D.Va,추위,
128331,00000001F54B,D.Va,준비됐어,
128332,00000001F54C,D.Va,파워업,
128333,00000001F54D,D.Va,신음,
128334,00000001F54E,D.Va,짜증나는 포탑을 부숴버렸어,
128335,00000001F54F,D.Va,나좀 봐봐 거점 점령 중이라구,
128336,00000001F550,D.Va,여기 대기하자,
128337,00000001F551,D.Va,신음,
128338,00000001F552,D.Va,한숨,
128339,00000001F553,D.Va,계속하려면 시작을 누르세요,
128340,00000001F554,D.Va,신음,
128341,00000001F555,D.Va,신음,
128342,00000001F556,D.Va,가자,
128343,00000001F557,D.Va,막판이야 여기서 승부다,
128344,00000001F558,D.Va,화물이 움직이네 어서 먹자,
128345,00000001F559,D.Va,이런게 팀워크지,
128346,00000001F55A,D.Va,뚫어 보시지,
128347,00000001F55B,D.Va,기침,
128348,00000001F55C,D.Va,신음,
128349,00000001F55D,D.Va,신음,
128350,00000001F55E,D.Va,내꺼야,
128351,00000001F55F,D.Va,신음,
128352,00000001F560,D.Va,나만 믿어,
128353,00000001F561,D.Va,오구오구 아팠쪄,
128354,00000001F562,D.Va,괜찮아,
128356,00000001F564,D.Va,신음,
128357,00000001F565,D.Va,버프 감사요,
128358,00000001F566,D.Va,신음,
128359,00000001F567,D.Va,신음,
128360,00000001F568,D.Va,신음,
128361,00000001F569,D.Va,고마워,
128362,00000001F56A,D.Va,적 발견,
128363,00000001F56B,D.Va,이건 사기야,
128364,00000001F56C,D.Va,꿀잼,
128365,00000001F56D,D.Va,신음,
128366,00000001F56E,D.Va,게임을 하면 이겨야지,
128367,00000001F56F,D.Va,팬 여러분께 바칩니다,
128368,00000001F570,D.Va,다시 한 번 싸워볼까,
128369,00000001F571,D.Va,추가 목숨이요,
128370,00000001F572,D.Va,APM 좀 올려볼까,
128371,00000001F573,D.Va,힐러님 최고,
128372,00000001F574,D.Va,그래서 제 점수는요,
128373,00000001F575,D.Va,내 사전에 패배는 없어 공격,
128374,00000001F576,D.Va,목숨 추가요,
128375,00000001F577,D.Va,만피다,
128376,00000001F578,D.Va,계속 그렇게 해줘,
128377,00000001F579,D.Va,신음,
128378,00000001F57A,D.Va,신음,
128379,00000001F57B,D.Va,전력 상승,
128381,00000001F57D,D.Va,게임을 하면 이겨야지,
128382,00000001F57E,D.Va,흥,
128383,00000001F57F,D.Va,나한테 모여,
128384,00000001F580,D.Va,거점을 공격해,
128385,00000001F581,D.Va,부스터 발동,
128386,00000001F582,D.Va,게임 아직 안끝났어,
128387,00000001F583,D.Va,내가 캐리해야지 뭐,
128388,00000001F584,D.Va,바로 끝내버리자,
128389,00000001F585,D.Va,저격수야 다들 조심해,
128390,00000001F586,D.Va,이건 최고의 플레이 각인데 두고 보라구,
128391,00000001F587,D.Va,화물이 움직여 적을 혼내주자,
128392,00000001F588,D.Va,기합,
128393,00000001F589,D.Va,상 상 하 하 좌 우 좌 우 B A 스타트,
128394,00000001F58A,D.Va,내 옆에 있으면 지켜줄게,
128395,00000001F58B,D.Va,앗싸,
128396,00000001F58C,D.Va,신음,
128397,00000001F58D,D.Va,딱콩,
128398,00000001F58E,D.Va,저기 적이야,
128399,00000001F58F,D.Va,신음,
128400,00000001F590,D.Va,이륙,
128401,00000001F591,D.Va,신음,
128402,00000001F592,D.Va,나 공격한다,
128403,00000001F593,D.Va,오예,
128404,00000001F594,D.Va,기침,
128405,00000001F595,D.Va,연습 좀 하시지,
128406,00000001F596,D.Va,슝,
128407,00000001F597,D.Va,나만 잘 따라오라구 알겠지,
128408,00000001F598,D.Va,대상을 제거하자,
128409,00000001F599,D.Va,신기록 한 번 세워볼까,
128410,00000001F59A,D.Va,한숨,
128411,00000001F59B,D.Va,신음,
128412,00000001F59C,D.Va,이거 저장해놔야지,
128414,00000001F59E,메이,이번 임무에서 소중한 데이터를 좀 수집해 보자구요,
128415,00000001F59F,메이,아직 아이스크림 하나 먹을 시간은 있어요,
128416,00000001F5A0,메이,뭉치세요,
128417,00000001F5A1,메이,추위,
128418,00000001F5A2,메이,"冻住, 不许走",궁극기
128419,00000001F5A3,메이,신음,
128420,00000001F5A4,메이,신음,
128421,00000001F5A5,메이,신음,
128422,00000001F5A6,메이,웃음,
128423,00000001F5A7,메이,신음,
128424,00000001F5A8,메이,这样可以挡住他们,zhè yàng kě yǐ dǎng zhù tā men
128425,00000001F5A9,메이,신음,
128426,00000001F5AA,메이,웃음,
128427,00000001F5AB,메이,다들 힘내요 조금만 버티면 돼요,
128428,00000001F5AC,메이,여길 정리하죠,
128429,00000001F5AD,메이,신음,
128430,00000001F5AE,메이,저기요 저 방해하지 마세요,
128431,00000001F5AF,메이,等等我,děng deng wǒ
128432,00000001F5B0,메이,아주 좋아요,
128433,00000001F5B1,메이,아이스크림 드실 분,
128434,00000001F5B2,메이,신음,
128435,00000001F5B3,메이,좋아요,
128436,00000001F5B4,메이,생명의 은인이세요,
128437,00000001F5B5,메이,신음,
128438,00000001F5B6,메이,저 공격 중이에요,
128439,00000001F5B7,메이,아야,
128440,00000001F5B8,메이,신음,
128441,00000001F5B9,메이,밀어 붙이자구요,
128442,00000001F5BA,메이,적이 나타났어요,
128443,00000001F5BB,메이,신음,
128444,00000001F5BC,메이,신음,
128445,00000001F5BD,메이,적 순간이동기가 여기 있네요,
128446,00000001F5BE,메이,꼼짝마 움직이지 마세요,궁극기
128447,00000001F5BF,메이,모두 함께 해요 우린 할 수 있어요,
128448,00000001F5C0,메이,저 가고 있어요,
128449,00000001F5C1,메이,중국어,
128450,00000001F5C2,메이,저 거점에 있어요 얼른 와줘요,
128452,00000001F5C4,메이,신음,
128453,00000001F5C5,메이,신음,
128454,00000001F5C6,메이,신음,
128456,00000001F5C8,메이,신음,
128457,00000001F5C9,메이,중국어,
128458,00000001F5CA,메이,아무래도 옷을 너무 껴입은 것 같아요,
128459,00000001F5CB,메이,모두 저를 믿고 있어요,
128460,00000001F5CC,메이,추위,
128461,00000001F5CD,메이,어디 이걸 뚫을 수 있나 볼까요,
128462,00000001F5CE,메이,저기 미안해요,
128463,00000001F5CF,메이,신음,
128465,00000001F5D1,메이,기침,
128466,00000001F5D2,메이,중국어,
128467,00000001F5D3,메이,신음,
128468,00000001F5D4,메이,고마워요,
128469,00000001F5D5,메이,好,hǎo
128470,00000001F5D6,메이,중국어,
128471,00000001F5D7,메이,기침,
128473,00000001F5D9,메이,저도 가끔은 제가 놀라워요,
128474,00000001F5DA,메이,다들 비키세요 메이가 가요,
128475,00000001F5DB,D.Va,컨좀 되는데,
128476,00000001F5DC,D.Va,신음,
128477,00000001F5DD,D.Va,잘가,
128478,00000001F5DE,D.Va,신음,
128479,00000001F5DF,D.Va,자리비움,
128480,00000001F5E0,D.Va,시간 없어 모두 공격해,
128481,00000001F5E1,D.Va,나이스샷,
128482,00000001F5E2,D.Va,최고점수 예약,
128483,00000001F5E3,D.Va,쇼타임,
128484,00000001F5E4,메이,기합,
128485,00000001F5E5,D.Va,준비해,
128486,00000001F5E6,D.Va,땡큐,
128487,00000001F5E7,D.Va,신음,
128488,00000001F5E8,D.Va,거기 꺼져,
128489,00000001F5E9,D.Va,전진,
128490,00000001F5EA,D.Va,신음,
128491,00000001F5EB,D.Va,쳇,
128492,00000001F5EC,D.Va,신음,
128493,00000001F5ED,D.Va,아니야,
128494,00000001F5EE,D.Va,헐 옛날 게임에 나오는 엄청 큰 고릴라다,
128495,00000001F5EF,D.Va,기합,
128496,00000001F5F0,D.Va,하이요,
128497,00000001F5F1,D.Va,개이득,
128498,00000001F5F2,D.Va,신음,
128499,00000001F5F3,D.Va,적 포탑 파괴,
128500,00000001F5F4,메이,당신 나빠요,
128501,00000001F5F5,메이,기침,
128502,00000001F5F6,메이,신음,
128503,00000001F5F7,메이,신음,
128504,00000001F5F8,메이,정말 멋진걸요,
128505,00000001F5F9,메이,저격수에요 조심해요,
128506,00000001F5FA,메이,갈게요 5 4 3 2 1,
128507,00000001F5FB,메이,중국어,
128508,00000001F5FC,메이,중국어,
128509,00000001F5FD,메이,산에 오니까 좋네요 등산이나 했으면 좋겠다,
128510,00000001F5FE,메이,웃음,
128511,00000001F5FF,메이,저기요 거기 가만히 계세요,
128512,00000001F600,메이,화물이 움직이고 있어요,
128513,00000001F601,메이,신음,
128514,00000001F602,메이,신음,
128515,00000001F603,메이,신음,
128517,00000001F605,메이,도와주세요,
128518,00000001F606,메이,더 잘할 수 있었는데,
128519,00000001F607,메이,좋아요 아까처럼만 한 번 더 해요,
128520,00000001F608,메이,저 좀 보세요,
128521,00000001F609,메이,앞에 적 포탑이 있어요,
128522,00000001F60A,메이,冻住吧,dòng zhù ba
128523,00000001F60B,메이,네,
128524,00000001F60C,메이,차갑게 식었군요,
128525,00000001F60D,메이,칙칙폭폭 칙칙폭폭,
128526,00000001F60E,메이,박수가 절로 나오네요,
128527,00000001F60F,메이,똑똑 메이가 왔어요,
128528,00000001F610,메이,추위,
128530,00000001F612,리퍼,한 번 더,
128531,00000001F613,리퍼,이제 와서 질 순 없다,
128532,00000001F614,리퍼,결국 여기까지 왔군,
128533,00000001F615,리퍼,지금 장난하자는건가 이대로 질 순 없어,
128534,00000001F616,리퍼,한 번만 더 망치면 우리가 진다,
128535,00000001F617,리퍼,망치지 말고 끝까지 제대로 하자,
128536,00000001F618,윈스턴,화물 수송 중,
